operation_id,club_name,player_name,age,position,club_involved_name,tranfer_details,transfer_movement,transfer_period,fee,year,season,player_status,TRANSFER_TYPE
157366,Damac FC,Najib Ammari,27,Attacking Midfield,Damac FC,-,out,Winter,0,2019,2019/2020,Active,Promotion
157367,Damac FC,Zezinho,27,Central Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157368,Damac FC,Rafael Costa,29,Central Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157369,Damac FC,Aubin Kouakou,27,Defensive Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157370,Al-Raed SFC,Hussain Al-Nakhli,25,Left Winger,Ittihad Club,€150k,in,Winter,150000,2019,2019/2020,Active,Buy
157371,Al-Raed SFC,Khalid Al-Ghamdi,30,Right-Back,Al-Nassr FC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157372,Al-Raed SFC,Sultan Al-Sawadi,27,Right Midfield,Al-Wehda FC,?,out,Winter,0,2019,2019/2020,Active,Sell
157373,Al-Raed SFC,Yahya Al-Muslem,33,Centre-Back,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157374,Al-Raed SFC,Abdulsalam Al-Shereaf,29,Defence,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157375,Al-Shabab FC,Makhete Diop,32,Centre-Forward,BJ Renhe,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157376,Al-Shabab FC,Hussain Al-Monassar,25,Central Midfield,Al-Faisaly FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157377,Al-Shabab FC,Somália,31,Central Midfield,Ferencváros,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157378,Al-Shabab FC,Imran Ilyas Bakur Adam,24,Left-Back,Damac FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157379,Al-Shabab FC,Mohammed Al-Sahlawi,33,Centre-Forward,Al-Taawoun FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157380,Al-Shabab FC,Fahd Ghazi,25,Left-Back,Al-Ettifaq FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157381,Al-Shabab FC,Mohammed Al-Baqawi,24,Right-Back,Al-Fayha FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157382,Al-Shabab FC,Mohammed Awaji,25,Goalkeeper,Al-Adalah FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157383,Al-Shabab FC,Hassan Al-Qead,21,Left Winger,Abha Club,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157384,Al-Shabab FC,Valerica Gaman,30,Centre-Back,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157385,Al-Taawoun FC,Hasan Kadesh,27,Left-Back,Al-Hilal SFC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157386,Al-Taawoun FC,Mohammed Al-Sahlawi,33,Centre-Forward,Al-Shabab FC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157387,Al-Taawoun FC,Faisal Darwish,28,Right-Back,Al-Wehda FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157388,Al-Taawoun FC,Mohammed Abusabaan,30,Defensive Midfield,Damac FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157389,Al-Taawoun FC,Malik Al-Abdulmonem,22,Centre-Forward,Unknown,?,in,Winter,0,2019,2019/2020,Active,Buy
157390,Al-Taawoun FC,Sultan Mandash,25,Right Winger,Al-Ahli SFC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157391,Al-Taawoun FC,Thaar Al-Otaibi,20,Left Winger,Al-Hilal SFC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157392,Al-Taawoun FC,Madallah Al-Olayan,25,Right-Back,Al-Hilal SFC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157393,Al-Taawoun FC,Abdullah Al-Jawaey,23,Left Winger,Damac FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157394,Al-Taawoun FC,Mohammed Al-Shanqiti,20,Left-Back,Al-Tai FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157395,Al-Taawoun FC,Mansour Al-Muwallad,23,Centre-Forward,Damac FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157396,Al-Taawoun FC,Yahya Kuhrmi,21,Right Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157397,Al-Wehda FC,Élton,33,Attacking Midfield,CRB,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157398,Al-Wehda FC,Faris Abdi,20,Left-Back,Bold FC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157399,Al-Wehda FC,Luisinho,28,Left Winger,Al-Faisaly FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157400,Al-Wehda FC,Sultan Al-Sawadi,27,Right Midfield,Al-Raed SFC,?,in,Winter,0,2019,2019/2020,Active,Buy
157401,Al-Wehda FC,Noor Al-Rashidi,24,Centre-Back,Unknown,?,in,Winter,0,2019,2019/2020,Active,Buy
157402,Al-Wehda FC,Marcos Guilherme,24,Left Winger,Internacional,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157403,Al-Wehda FC,Moustapha Zeghba,29,Goalkeeper,Damac FC,?,out,Winter,0,2019,2019/2020,Active,Sell
157404,Al-Wehda FC,Faisal Darwish,28,Right-Back,Al-Taawoun FC,?,out,Winter,0,2019,2019/2020,Active,Sell
157405,Al-Wehda FC,Sari Amro,30,Left-Back,Abha Club,?,out,Winter,0,2019,2019/2020,Active,Sell
157406,Al-Wehda FC,Mohammed Al-Saiari,26,Centre-Forward,Al-Faisaly FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157407,Abha Club,Firas Chaouat,23,Centre-Forward,CS Sfaxien,Loan fee:€450k,in,Winter,450000,2019,2019/2020,Active,Loan
157408,Abha Club,Salim Boukhenchouche,28,Defensive Midfield,ES Sahel,Loan fee:€272k,in,Winter,272000,2019,2019/2020,Active,Loan
157409,Abha Club,Abdulaziz Al-Jamman,23,Right-Back,Al-Ain FC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157410,Abha Club,Jehad Al-Zuwed,31,Attacking Midfield,Hajer Club,?,in,Winter,0,2019,2019/2020,Active,Buy
157411,Abha Club,Sari Amro,30,Left-Back,Al-Wehda FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157412,Abha Club,Nader Al-Sharari,23,Centre-Back,Al-Orobah FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157413,Abha Club,Muath Afaneh,28,Centre-Forward,Al-Orobah FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157414,Abha Club,Abdullah Al-Qahtani,23,Attacking Midfield,Al-Faisaly FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157415,Abha Club,Hassan Al-Qead,21,Left Winger,Al-Shabab FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157416,Abha Club,Omar Al-Mazial,27,Right-Back,Al-Fayha FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157417,Abha Club,Sultan Al-Sharif,28,Defensive Midfield,Al-Tai FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157418,Abha Club,Ima Andriatsima,35,Centre-Forward,Al-Fayha FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157419,Abha Club,Fahad Barakh Al-Johani,28,Centre-Back,Al-Tai FC,?,out,Winter,0,2019,2019/2020,Active,Sell
157420,Abha Club,Hazza Asseri,25,Midfield,Ohod Club,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157421,Abha Club,Reuben Gabriel,29,Central Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157422,Abha Club,Adnan Falatah,36,Left-Back,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157423,Abha Club,Ahmed Mostafa,22,Central Midfield,KAA Gent,"End of loanJan 9, 2020",out,Winter,0,2019,2019/2020,Active,Loan
157424,Al-Adalah FC,John Ogu,31,Central Midfield,Enugu Rangers,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157425,Al-Adalah FC,Savvas Gentsoglou,29,Defensive Midfield,APOEL Nicosia,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157426,Al-Adalah FC,Awadh Khrees,29,Right-Back,Al-Faisaly FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157427,Al-Adalah FC,Adama Traoré,24,Right Winger,FC Metz,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157428,Al-Adalah FC,Ahmed Mostafa,22,Central Midfield,KAA Gent,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157429,Al-Adalah FC,Mohammed Awaji,25,Goalkeeper,Al-Shabab FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157430,Al-Adalah FC,Naif Ahmed Taib Hazazi,31,Centre-Forward,Without Club,-,in,Winter,0,2019,2019/2020,Active,Termination of the contract
157431,Al-Adalah FC,Hamad Al-Dwsari,25,Left-Back,Al-Ain FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157432,Al-Adalah FC,Aymen Balbouli,35,Goalkeeper,ES Sahel,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157433,Al-Adalah FC,Abdelaziz Ali Guechi,29,Centre-Back,US Tataouine,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157434,Al-Adalah FC,Mahar Sharoumah,23,Centre-Forward,Al-Ettifaq FC,?,out,Winter,0,2019,2019/2020,Active,Sell
157435,Al-Adalah FC,Haidar Mahdi Al-Amer,30,Left-Back,Al-Bukiryah FC,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157436,Al-Adalah FC,Hussain Al-Nakhli,24,Left Winger,Ittihad Club,"End of loanDec 31, 2019",out,Winter,0,2019,2019/2020,Active,Loan
157437,Al-Fayha FC,Ima Andriatsima,35,Centre-Forward,Abha Club,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157438,Al-Fayha FC,Carlos Villanueva,33,Attacking Midfield,Ittihad Club,?,in,Winter,0,2019,2019/2020,Active,Buy
157439,Al-Fayha FC,Abduallah Al-Dosari,26,Left Winger,Al-Batin FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157440,Al-Fayha FC,Mohammed Al-Baqawi,24,Right-Back,Al-Shabab FC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157441,Al-Fayha FC,Naldo,29,Defensive Midfield,CSA,"End of loanDec 31, 2019",in,Winter,0,2019,2019/2020,Active,Loan
157442,Al-Fayha FC,Mutaz Tmbacti,25,Defensive Midfield,Al-Ain FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157443,Al-Fayha FC,Naldo,29,Defensive Midfield,Botafogo-SP,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157444,Al-Fayha FC,Ahmed Emad Eldin,27,Centre-Back,Ittihad Club,?,out,Winter,0,2019,2019/2020,Active,Sell
157445,Al-Fayha FC,Omar Al-Mazial,27,Right-Back,Abha Club,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157446,Al-Fayha FC,Ronnie Fernández,29,Centre-Forward,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157447,Al-Ettifaq FC,Souza,31,Defensive Midfield,Cerezo Osaka,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157448,Al-Ettifaq FC,Fahd Ghazi,25,Left-Back,Al-Shabab FC,free transfer,in,Winter,0,2019,2019/2020,Active,free transfer
157449,Al-Ettifaq FC,Ahmed Al-Ghamdi,18,Left Winger,Pacific FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157450,Al-Ettifaq FC,Mahar Sharoumah,23,Centre-Forward,Al-Adalah FC,?,in,Winter,0,2019,2019/2020,Active,Buy
157451,Al-Ettifaq FC,Walid Azaro,24,Centre-Forward,El Ahly,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157452,Al-Ettifaq FC,Khaled Al-Barakah,29,Left-Back,Al-Ahli SFC,loan transfer,in,Winter,0,2019,2019/2020,Active,Loan
157453,Al-Ettifaq FC,Abdullah Al-Salem,27,Centre-Forward,Without Club,-,in,Winter,0,2019,2019/2020,Active,Termination of the contract
157454,Al-Ettifaq FC,Osama Al-Saleem,0,Left-Back,Khaleej FC,free transfer,out,Winter,0,2019,2019/2020,Active,free transfer
157455,Al-Ettifaq FC,Oussama Haddadi,27,Centre-Back,Kasimpasa,loan transfer,out,Winter,0,2019,2019/2020,Active,Loan
157456,Al-Ettifaq FC,Rogerinho,32,Attacking Midfield,Without Club,-,out,Winter,0,2019,2019/2020,Active,Termination of the contract
157457,Al-Hilal SFC,Luciano Vietto,26,Centre-Forward,Sporting CP,€7.00m,in,Summer,7000000,2020,2020/2021,Active,Buy
157458,Al-Hilal SFC,Saleh Al-Shehri,26,Centre-Forward,Al-Raed SFC,€2.26m,in,Summer,2260000,2020,2020/2021,Active,Buy
157459,Al-Hilal SFC,Fawaz Al-Torais,23,Left Winger,Al-Ettifaq FC,€1.14m,in,Summer,1140000,2020,2020/2021,Active,Buy
157460,Al-Hilal SFC,Habib Al-Wutaian,24,Goalkeeper,Al-Fateh SC,€1.13m,in,Summer,1130000,2020,2020/2021,Active,Buy
157461,Al-Hilal SFC,Abdullah Al-Jadani,29,Goalkeeper,Al-Wehda FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157462,Al-Hilal SFC,Abdullah Radif,17,Centre-Forward,Al-Hilal SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157463,Al-Hilal SFC,Hamad Al-Abdan,20,Attacking Midfield,Al-Hilal SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157464,Al-Hilal SFC,Mohammed Al-Kunaydiri,19,Left-Back,Al-Hilal SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157465,Al-Hilal SFC,Mansour Al-Bishi,20,Central Midfield,Al-Hilal SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157466,Al-Hilal SFC,Thaar Al-Otaibi,21,Left Winger,Al-Taawoun FC,"End of loanOct 5, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157467,Al-Hilal SFC,Muteb Al-Mufarrij,23,Centre-Back,Al-Shabab FC,"End of loanJun 30, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157468,Al-Hilal SFC,Eduardo,30,Attacking Midfield,Al-Ahli SFC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157469,Al-Hilal SFC,Ahmed Ashraf Al-Fiqi,26,Central Midfield,Al-Faisaly FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157470,Al-Hilal SFC,Nawaf Al-Abed,30,Attacking Midfield,Al-Shabab FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157471,Al-Hilal SFC,Abdullah Al-Hafith,27,Centre-Back,Al-Wehda FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157472,Al-Hilal SFC,Thaar Al-Otaibi,21,Left Winger,Abha Club,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157473,Al-Hilal SFC,Mohammed Al-Waked,28,Goalkeeper,Al-Qadsiah FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157474,Al-Hilal SFC,Mohammad Al-Shalhoub,39,Attacking Midfield,Retired,-,out,Summer,0,2020,2020/2021,Retired,Retired
157475,Al-Hilal SFC,Mohammed Al-Kunaydiri,19,Left-Back,Al-Adalah FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157476,Al-Hilal SFC,Saleh Al-Shehri,26,Centre-Forward,Al-Raed SFC,"End of loanOct 4, 2020",out,Summer,0,2020,2020/2021,Active,Loan
157477,Al-Nassr FC,Pity Martínez,27,Attacking Midfield,Atlanta,€16.00m,in,Summer,16000000,2020,2020/2021,Active,Buy
157478,Al-Nassr FC,Ali Lajami,24,Centre-Back,Al-Fateh SC,€5.56m,in,Summer,5560000,2020,2020/2021,Active,Buy
157479,Al-Nassr FC,Ali Al-Hassan,23,Defensive Midfield,Al-Fateh SC,€5.56m,in,Summer,5560000,2020,2020/2021,Active,Buy
157480,Al-Nassr FC,Maicon,31,Centre-Back,Galatasaray,€1.45m,in,Summer,1450000,2020,2020/2021,Active,Buy
157481,Al-Nassr FC,Abdulfattah Asiri,26,Right Winger,Al-Ahli SFC,€1.20m,in,Summer,1200000,2020,2020/2021,Active,Buy
157482,Al-Nassr FC,Osama Al-Khalaf,23,Right-Back,Al-Hazem SC,€1.11m,in,Summer,1110000,2020,2020/2021,Active,Buy
157483,Al-Nassr FC,Jin-su Kim,28,Left-Back,Jeonbuk Hyundai,€731k,in,Summer,731000,2020,2020/2021,Active,Buy
157484,Al-Nassr FC,Abdulmajeed Al-Sulaiheem,26,Central Midfield,Al-Shabab FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157485,Al-Nassr FC,Amin Al-Bukhari,23,Goalkeeper,Ittihad Club,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157486,Al-Nassr FC,Abdulaziz Al-Alawi,23,Left-Back,Ohod Club,?,in,Summer,0,2020,2020/2021,Active,Buy
157487,Al-Nassr FC,Raed Al-Ghamdi,26,Centre-Forward,Al-Raed SFC,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157488,Al-Nassr FC,Raed Ozaybi,18,Goalkeeper,Al-Nassr FC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157489,Al-Nassr FC,Mansour Al-Shammari,20,Left-Back,Al-Nassr FC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157490,Al-Nassr FC,Saleh Al-Abbas,25,Centre-Forward,Al-Batin FC,Loan fee:€288k,out,Summer,288000,2020,2020/2021,Active,Loan
157491,Al-Nassr FC,Abdulaziz Al-Jebreen,30,Defensive Midfield,Ittihad Club,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157492,Al-Nassr FC,Nawaf Al-Farshan,22,Defence,Al-Ain FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157493,Al-Nassr FC,Omar Hawsawi,35,Centre-Back,Ittihad Club,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157494,Al-Nassr FC,Giuliano,30,Central Midfield,Basaksehir,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157495,Al-Nassr FC,Zaid Al-Bawardi,23,Goalkeeper,Al-Shabab FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157496,Al-Nassr FC,Awadh Faraj,32,Central Midfield,Al-Raed SFC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157497,Al-Nassr FC,Mansour Al-Shammari,20,Left-Back,Al-Tai FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157498,Al-Nassr FC,Abdullah Al-Oaisher,29,Goalkeeper,Al-Wehda FC,?,out,Summer,0,2020,2020/2021,Active,Sell
157499,Al-Nassr FC,Abdulkareem Ali Al-Muziel,21,Right-Back,Al-Taawoun FC,?,out,Summer,0,2020,2020/2021,Active,Sell
157500,Al-Nassr FC,Saleh Al-Ohaymid,22,Goalkeeper,Al-Ain FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157501,Al-Nassr FC,Saud Zidan,20,Central Midfield,Abha Club,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157502,Al-Nassr FC,Khaled Al-Ghawainem,21,Central Midfield,Al-Tai FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157503,Al-Nassr FC,Jin-su Kim,29,Left-Back,Jeonbuk Hyundai,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157504,Al-Nassr FC,Abdulfattah Adam,25,Centre-Forward,Al-Raed SFC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157505,Al-Nassr FC,Hamad Al-Mansour,27,Right-Back,Ittihad Club,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157506,Al-Nassr FC,Fahad Mohammed Al-Jumaiya,25,Right Winger,Abha Club,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157507,Al-Nassr FC,Amin Al-Bukhari,23,Goalkeeper,Al-Ain FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157508,Al-Nassr FC,Ahmed Musa,28,Left Winger,Without Club,-,out,Summer,0,2020,2020/2021,Active,Termination of the contract
157509,Al-Nassr FC,Ahmed Akash,30,Left-Back,Al-Kawkab,-,out,Summer,0,2020,2020/2021,Active,Promotion
157510,Al-Nassr FC,Abdullah Al-Enezi,30,Goalkeeper,Without Club,-,out,Summer,0,2020,2020/2021,Active,Termination of the contract
157511,Al-Nassr FC,Maicon,31,Centre-Back,Galatasaray,"End of loanJun 30, 2020",out,Summer,0,2020,2020/2021,Active,Loan
157512,Al-Ahli SFC,Driss Fettouhi,31,Central Midfield,Al-Hazem SC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157513,Al-Ahli SFC,Talal Al-Absi,27,Centre-Back,Al-Taawoun FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157514,Al-Ahli SFC,Ljubomir Fejsa,32,Defensive Midfield,Benfica,?,in,Summer,0,2020,2020/2021,Active,Buy
157515,Al-Ahli SFC,Samuel Owusu,24,Right Winger,Al-Fayha FC,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157516,Al-Ahli SFC,Hassan Al-Qead,22,Left Winger,Al-Shabab FC,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157517,Al-Ahli SFC,Alexandru Mitrita,25,Left Winger,New York City,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157518,Al-Ahli SFC,Hassan Al-Ali,19,Centre-Forward,Al-Ahli SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157519,Al-Ahli SFC,Ahmed Mazen Al-Bassas,19,Right Winger,Al-Ahli SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157520,Al-Ahli SFC,Haitham Asiri,19,Right Winger,Al-Ahli SFC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157521,Al-Ahli SFC,Abdulaziz Al-Shahrani,25,Attacking Midfield,Damac FC,"End of loanSep 10, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157522,Al-Ahli SFC,Aderllan Santos,31,Centre-Back,Rio Ave,"End of loanJun 30, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157523,Al-Ahli SFC,Faisal Al-Darsi,23,Centre-Back,Al-Raed SFC,"End of loanSep 10, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157524,Al-Ahli SFC,Abdulfattah Asiri,26,Right Winger,Al-Nassr FC,€1.20m,out,Summer,1200000,2020,2020/2021,Active,Sell
157525,Al-Ahli SFC,Djaniny,29,Centre-Forward,Trabzonspor,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157526,Al-Ahli SFC,Souza,31,Defensive Midfield,Besiktas,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157527,Al-Ahli SFC,Basem Atallah,30,Goalkeeper,Al-Wehda FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157528,Al-Ahli SFC,Aderllan Santos,31,Centre-Back,Rio Ave,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157529,Al-Ahli SFC,Yousef Al-Harbi,24,Defensive Midfield,Al-Fayha FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157530,Al-Ahli SFC,Abdulaziz Al-Shahrani,25,Attacking Midfield,Damac FC,?,out,Summer,0,2020,2020/2021,Active,Sell
157531,Al-Ahli SFC,Khaled Al-Barakah,29,Left-Back,Al-Hazem SC,?,out,Summer,0,2020,2020/2021,Active,Sell
157532,Al-Ahli SFC,Faisal Al-Darsi,23,Centre-Back,Najran SC,?,out,Summer,0,2020,2020/2021,Active,Sell
157533,Al-Ahli SFC,Mohammed Al-Zubaidi,23,Left-Back,Damac FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157534,Al-Ahli SFC,Nasser Al-Dajani,23,Right Winger,Al-Adalah FC,loan transfer,out,Summer,0,2020,2020/2021,Active,Loan
157535,Al-Ahli SFC,Fahad Magrshi,18,Defensive Midfield,Al-Ahli SFC,-,out,Summer,0,2020,2020/2021,Active,Promotion
157536,Al-Ahli SFC,Hussein Abdulghani,43,Left-Back,Retired,-,out,Summer,0,2020,2020/2021,Retired,Retired
157537,Al-Ahli SFC,Youcef Belaïli,28,Left Winger,Without Club,-,out,Summer,0,2020,2020/2021,Active,Termination of the contract
157538,Al-Ahli SFC,Mazen Abusharara,29,Centre-Forward,Damac FC,"End of loanOct 6, 2020",out,Summer,0,2020,2020/2021,Active,Loan
157539,Al-Wehda FC,Ala'a Al-Hajji,24,Central Midfield,Khaleej FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157540,Al-Wehda FC,Hussain Al-Eisa,19,Left Winger,Al-Adalah FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157541,Al-Wehda FC,Dimitri Petratos,27,Attacking Midfield,Newcastle,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157542,Al-Wehda FC,Abdullah Al-Hafith,27,Centre-Back,Al-Hilal SFC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157543,Al-Wehda FC,Basem Atallah,30,Goalkeeper,Al-Ahli SFC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157544,Al-Wehda FC,Mohammed Al-Amri,28,Right-Back,Al-Raed SFC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157545,Al-Wehda FC,Abdulkarim Al-Qahtani,27,Attacking Midfield,Al-Fayha FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157546,Al-Wehda FC,Hamad Al-Jayzani,26,Left-Back,Damac FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157547,Al-Wehda FC,Raghed Najjar,24,Goalkeeper,Al-Faisaly FC,free transfer,in,Summer,0,2020,2020/2021,Active,free transfer
157548,Al-Wehda FC,Hernâni,29,Right Winger,Levante,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157549,Al-Wehda FC,Abdullah Al-Oaisher,29,Goalkeeper,Al-Nassr FC,?,in,Summer,0,2020,2020/2021,Active,Buy
157550,Al-Wehda FC,Naif Kireiri,22,Right-Back,Ohod Club,?,in,Summer,0,2020,2020/2021,Active,Buy
157551,Al-Wehda FC,Sultan Hawsawi,19,Centre-Forward,Al-Hilal SFC,?,in,Summer,0,2020,2020/2021,Active,Buy
157552,Al-Wehda FC,Pedro Henrique,27,Centre-Back,Vit. Guimarães,loan transfer,in,Summer,0,2020,2020/2021,Active,Loan
157553,Al-Wehda FC,Hazzaa Al-Ghamdi,20,Centre-Forward,Al-Wehda FC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157554,Al-Wehda FC,Jaber Nasser Asiri,22,Centre-Forward,Al-Wehda FC,-,in,Summer,0,2020,2020/2021,Active,Promotion
157555,Al-Wehda FC,Mohammed Al-Saiari,27,Centre-Forward,Al-Faisaly FC,"End of loanJun 30, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157556,Al-Wehda FC,Mohamed Al-Otaibi,27,Attacking Midfield,Al-Batin FC,"End of loanJun 30, 2020",in,Summer,0,2020,2020/2021,Active,Loan
157557,Al-Wehda FC,Renato Chaves,30,Centre-Back,Al-Batin FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157558,Al-Wehda FC,Élton,34,Attacking Midfield,Al-Hamriyah,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
157559,Al-Wehda FC,Abdulrahman Al-Rio,26,Left-Back,Damac FC,free transfer,out,Summer,0,2020,2020/2021,Active,free transfer
